Source_Name,CLASS1,DEJ2000,Energy_Flux100,Flux1000,GLAT,GLON,LP_Flux_Density,LP_Index,LP_beta,PLEC_Exp_Index,PLEC_Expfactor,PLEC_Flux_Density,PLEC_Index,PL_Flux_Density,PL_Index,Peak_Interval,Pivot_Energy,RAJ2000,SpectrumType,Energy_Flux100_LP,LP_F1000,LP_F10000
4FGL J0001.2+4741 ,bcu  ,47.6859,1.4067559e-12,1.2159239e-10,-14.338059,114.2502,1.893531e-14,2.2337143,-0.008456561,0.6666667,3.3885543e-05,1.9271533e-14,2.212329,1.9206343e-14,2.2221549,31560000.0,2514.9417,0.3126,PowerLaw         ,1.4453652103120083e-12,1.2066165913613817e-10,7.335831046822736e-12
4FGL J0001.2-0747 ,bll  ,-7.7971,9.171432e-12,8.2320506e-10,-67.30501,89.03272,3.5833494e-13,2.0718932,0.04876986,0.6666667,0.001001274,3.5504648e-13,1.9449391,3.3465656e-13,2.1049428,31560000.0,1612.6141,0.3151,PowerLaw         ,8.292859040498566e-12,8.590807816419603e-10,5.259155833627779e-11
4FGL J0001.5+2113 ,fsrq ,21.2183,2.6142106e-11,1.3590526e-09,-40.167652,107.64935,4.532746e-11,2.5481505,0.15877607,0.6666667,0.009049197,4.387551e-11,2.2009296,3.9051106e-11,2.659308,31560000.0,355.78442,0.3815,LogParabola      ,2.6144204166529174e-11,1.358998840359038e-09,5.79740140529409e-12
4FGL J0001.6-4156 ,bcu  ,-41.9425,3.9125105e-12,3.0486913e-10,-72.02855,334.22635,2.3474046e-14,1.6675872,0.06975478,0.6666667,0.00050784374,2.2536538e-14,1.5633279,2.0757042e-14,1.7558894,31560000.0,4009.3838,0.4165,PowerLaw         ,3.681336058415569e-12,3.147504470585012e-10,5.173360480755556e-11
4FGL J0002.1-6728 ,bcu  ,-67.4746,2.888272e-12,2.4168523e-10,-48.963467,310.08493,2.3711413e-14,1.6778738,0.16372891,0.6666667,0.0017496648,2.2562415e-14,1.3356626,1.8744873e-14,1.846469,31560000.0,3689.1895,0.5378,PowerLaw         ,2.396746221599448e-12,2.548891588000011e-10,3.0614976276755215e-11
4FGL J0002.3-0815 ,bcu  ,-8.2652,1.3097837e-12,1.1693464e-10,-67.84833,89.04345,9.510118e-15,1.9282347,0.15012589,0.6666667,0.0012198334,8.778299e-15,1.6707319,7.564005e-15,1.9895958,31560000.0,3959.9126,0.5937,PowerLaw         ,1.0290037210257274e-12,1.2541346774294005e-10,1.0017493613272577e-11
4FGL J0002.4-5156 ,bcu  ,-51.9355,8.839152e-13,7.621813e-11,-63.539017,319.99948,6.36572e-15,1.3496544,0.6414554,0.6666667,0.0054652826,5.696219e-15,0.38595793,3.954719e-15,1.897161,31560000.0,4530.31,0.6131,PowerLaw         ,5.453302521709603e-13,6.155121227726869e-11,7.6324775234317e-12
4FGL J0003.1-5248 ,bcu  ,-52.8071,3.701321e-12,3.1529795e-10,-62.788944,318.9899,2.5519082e-14,1.810078,0.05651087,0.6666667,0.0006892622,2.5426721e-14,1.6413232,2.3296884e-14,1.8750632,31560000.0,3772.3918,0.7817,PowerLaw         ,3.3954700116374827e-12,3.217415182736092e-10,4.040982786483087e-11
4FGL J0003.2+2207 ,bll  ,22.1302,1.5547366e-12,1.3514474e-10,-39.380795,108.438545,2.4485845e-14,0.7698703,0.99968916,0.6666667,0.011001482,2.7240888e-14,7.3854135e-05,2.0326285e-14,2.210459,31560000.0,2572.9114,0.8058,PowerLaw         ,6.721429106390468e-13,1.055968719818887e-10,4.473572167519396e-12
4FGL J0003.3-1928 ,bcu  ,-19.4676,2.9884508e-12,4.0164658e-10,-76.580986,65.197784,6.135522e-13,2.0584412,0.24640359,0.6666667,0.009419617,6.052635e-13,1.3642532,4.970213e-13,2.2775729,31560000.0,953.7989,0.8465,LogParabola      ,2.9889140848528572e-12,4.0160928531767814e-10,5.188417080912929e-12
4FGL J0003.3-5905 ,bcu  ,-59.0952,1.8340858e-12,1.3030604e-10,-56.965885,314.23904,1.6223572e-13,2.5030756,-0.045128092,0.6666667,-2.728296e-05,1.7308938e-13,2.4647636,1.7268618e-13,2.4606173,31560000.0,1040.6666,0.8483,PowerLaw         ,2.0109643354304634e-12,1.2403110598586588e-10,5.760492443551855e-12
4FGL J0003.9-1149 ,bll  ,-11.8251,2.2186916e-12,3.505177e-10,-71.0751,84.59542,1.464613e-13,1.9320688,0.27118722,0.6666667,0.0060309917,1.4036194e-13,1.2639301,1.08234236e-13,2.0871086,31560000.0,1677.4374,0.9986,LogParabola      ,2.218989983450675e-12,3.5049633760381546e-10,9.196352562719058e-12
4FGL J0004.0+0840 ,bcu  ,8.6757,2.133496e-12,1.9185711e-10,-52.397846,103.49598,4.5140107e-14,1.6673219,0.46910653,0.6666667,0.008089959,4.2795398e-14,0.56690615,2.969869e-14,2.035315,31560000.0,2554.3271,1.0073,PowerLaw         ,1.2941478789209517e-12,2.2199780944013955e-10,8.392199565031671e-12
4FGL J0004.3+4614 ,fsrq ,46.2427,3.952536e-12,2.4093677e-10,-15.854909,114.48897,5.144357e-13,2.526971,0.06729238,0.6666667,0.0032765616,5.1965897e-13,2.2354462,4.776886e-13,2.584969,31560000.0,917.12274,1.0757,PowerLaw         ,3.531255846147431e-12,2.5541661426985067e-10,4.368732818415612e-12
4FGL J0004.4-4737 ,fsrq ,-47.6233,5.577965e-12,4.359618e-10,-67.53783,323.986,8.1582365e-13,2.3042858,0.09203692,0.6666667,0.0026950687,7.9781255e-13,2.0942936,7.345598e-13,2.36556,31560000.0,915.58276,1.1091,PowerLaw         ,4.872879204923326e-12,4.621632193570691e-10,1.0617359900161155e-11
4FGL J0005.9+3824 ,fsrq ,38.401,7.541098e-12,4.251474e-10,-23.613338,113.23228,7.464893e-12,2.5520496,0.18990411,0.6666667,0.01054902,7.286112e-12,2.0834904,6.2748686e-12,2.6721156,31560000.0,450.0627,1.4986,LogParabola      ,7.541974206438407e-12,4.2512648845244396e-10,1.5408988738631606e-12
4FGL J0006.3-0620 ,bll  ,-6.3493,1.563429e-12,1.3976847e-10,-66.62518,93.64702,3.924753e-14,2.1056306,0.16953455,0.6666667,0.001470712,3.443991e-14,1.8878593,3.07161e-14,2.127844,31560000.0,2162.2083,1.5992,PowerLaw         ,1.2070430268462215e-12,1.629876644887651e-10,5.832920383677977e-12
4FGL J0006.4+0135 ,bcu  ,1.5982,1.6876348e-12,1.5191187e-10,-59.29749,100.47745,3.0523144e-14,1.7409216,0.32114387,0.6666667,0.0047711013,2.8987595e-14,1.106408,2.2629468e-14,2.0524669,31560000.0,2602.1719,1.6094,PowerLaw         ,1.0843758030613265e-12,1.6650054610960036e-10,8.598828181704977e-12
4FGL J0007.7+4008 ,bcu  ,40.134,4.5477914e-12,4.032977e-10,-21.972776,113.93701,1.4444758e-13,1.9425657,0.17945859,0.6666667,0.003196005,1.4027877e-13,1.5829113,1.2161746e-13,2.1588902,31560000.0,1869.5715,1.9275,PowerLaw         ,3.2532186804922218e-12,4.4930358530817605e-10,1.9367038370291304e-11
4FGL J0008.0+4711 ,bll  ,47.195,1.8281543e-11,2.0532935e-09,-15.033559,115.31625,1.1630224e-12,1.9286299,0.07913111,0.6666667,0.0013370034,1.1301732e-12,1.8035358,1.0761381e-12,2.0470488,31560000.0,1362.5607,2.0024,LogParabola      ,1.8284194623536964e-11,2.0532048736949214e-09,1.3430922577006305e-10
4FGL J0008.0-3937 ,bcu  ,-39.632,2.4413722e-12,1.4916648e-10,-74.58333,335.9962,5.6485036e-13,2.5210016,0.4068936,0.6666667,0.0154854655,5.432199e-13,1.5301529,3.996178e-13,2.5832374,31560000.0,815.8528,2.0048,PowerLaw         ,1.7915203021336558e-12,1.632921335060485e-10,2.1073165101178643e-13
4FGL J0008.4-2339 ,bll  ,-23.6514,2.335474e-12,1.6445478e-10,-79.690834,50.26514,7.260525e-15,1.3491105,0.27816898,0.6666667,0.0022702771,6.901727e-15,0.73526967,5.0302894e-15,1.6560616,31560000.0,6562.022,2.111,PowerLaw         ,2.1597861167474216e-12,1.4629703149036507e-10,3.877074034848358e-11
4FGL J0008.4+1455 ,bcu  ,14.9232,3.818386e-12,3.4327866e-10,-46.6767,107.72407,9.467693e-14,1.9389116,0.1600625,0.6666667,0.0030318913,9.2851135e-14,1.5247568,7.8505094e-14,2.091194,31560000.0,2117.6416,2.1246,PowerLaw         ,2.872675246567892e-12,3.8144353128026e-10,1.9641580191875297e-11
4FGL J0009.1+0628 ,bll  ,6.4828,5.3102943e-12,4.770015e-10,-54.868298,104.480736,1.5035563e-13,2.0630696,0.046000473,0.6666667,0.0006126273,1.465937e-13,1.9771441,1.3995852e-13,2.0990546,31560000.0,1881.5137,2.2973,PowerLaw         ,4.851136277044317e-12,5.001774128666711e-10,3.2761022551104075e-11
4FGL J0009.3+5030 ,bll  ,50.5115,2.4633039e-11,2.6324594e-09,-11.803588,116.12437,1.5412519e-12,1.8976711,0.06228566,0.6666667,0.0009712381,1.4942014e-12,1.8078028,1.4356928e-12,1.9939121,31560000.0,1316.5792,2.3466,LogParabola      ,2.4636541872408246e-11,2.632357252984553e-09,2.044145882195392e-10
4FGL J0009.7-3217 ,rdg  ,-32.2976,1.7809407e-12,1.5854622e-10,-79.58928,0.6727207,5.253848e-14,2.0901954,0.12845568,0.6666667,0.0020341212,5.0278917e-14,1.8182477,4.3940956e-14,2.1454287,31560000.0,1941.9213,2.4443,PowerLaw         ,1.4237717653198594e-12,1.773938315329847e-10,7.313780716062204e-12
4FGL J0009.8-4317 ,bll  ,-43.2979,2.2985062e-12,2.0692376e-10,-71.76617,327.77505,4.8496455e-14,2.046758,0.022229282,0.6666667,0.00047839107,4.8543536e-14,1.9610726,4.685171e-14,2.0651708,31560000.0,2124.034,2.4533,PowerLaw         ,2.1915440381486034e-12,2.1131787600758237e-10,1.6683068669115388e-11
4FGL J0009.8+1340 ,bcu  ,13.6712,1.3377309e-12,1.1838812e-10,-47.971355,107.75219,2.46361e-14,1.9495059,0.21887067,0.6666667,0.004538142,2.4449208e-14,1.2980076,1.9970882e-14,2.1652951,31560000.0,2446.3928,2.4653,PowerLaw         ,8.77051079007465e-13,1.275783776976298e-10,5.741241417302794e-12
4FGL J0010.6+2043 ,fsrq ,20.7332,2.1226775e-12,1.7261258e-10,-41.12827,110.21874,1.1840626e-13,2.249444,0.08393108,0.6666667,0.0011617348,1.1292412e-13,2.141513,1.0691845e-13,2.31787,31560000.0,1386.2389,2.6502,PowerLaw         ,1.801705985708323e-12,1.8627454023246947e-10,5.976547877212936e-12
4FGL J0010.6-3025 ,fsrq ,-30.4258,4.8907753e-12,3.4923767e-10,-80.482315,10.263708,1.222906e-12,2.3925977,0.106107526,0.6666667,0.0030446646,1.1770964e-12,2.2005043,1.0815205e-12,2.4560356,31560000.0,735.7083,2.6675,PowerLaw         ,4.362925064355524e-12,3.6708852742150777e-10,5.64345625927986e-12
4FGL J0010.8-2154 ,bcu  ,-21.9004,1.534246e-12,1.1858327e-10,-79.400505,60.28118,9.448026e-14,2.4288561,-0.05275942,0.6666667,-4.8473965e-05,1.02492166e-13,2.3848865,1.0259906e-13,2.3778617,31560000.0,1216.8711,2.7174,PowerLaw         ,1.720506147956306e-12,1.1094274391522593e-10,6.384098302557682e-12
4FGL J0011.4-4110 ,bcu  ,-41.1742,1.4372186e-12,8.813913e-11,-73.720406,330.75208,3.496387e-13,2.5198011,0.15830652,0.6666667,0.0042924676,3.2993023e-13,2.2424846,2.9612678e-13,2.5804715,31560000.0,746.64996,2.8502,PowerLaw         ,1.2406872536387401e-12,9.300505935774594e-11,7.079884401996479e-13
4FGL J0011.4+0057 ,fsrq ,0.9646,5.3419756e-12,4.2882067e-10,-60.302692,102.407234,4.09098e-13,2.2857835,0.047320575,0.6666667,0.0021053145,4.1686554e-13,2.0625453,3.881936e-13,2.3342156,31560000.0,1181.6992,2.8551,PowerLaw         ,4.844192727254803e-12,4.4712196156178916e-10,1.6165576889380148e-11
4FGL J0011.8-3142 ,bcu  ,-31.7154,1.382106e-12,1.2288351e-10,-80.23526,2.5585456,1.2195253e-14,1.9186677,0.06783949,0.6666667,0.00064045785,1.1790252e-14,1.7951508,1.1206882e-14,1.9735353,31560000.0,3338.3945,2.9547,PowerLaw         ,1.18999531960126e-12,1.2483557867563722e-10,1.164860695300806e-11
4FGL J0012.0+7043 ,bcu  ,70.7326,5.0084117e-12,3.7565356e-10,8.111637,119.6611,1.2561068e-13,2.4050107,0.012992526,0.6666667,0.000307215,1.2537291e-13,2.357184,1.2321958e-13,2.4091682,31560000.0,1832.2518,3.0032,PowerLaw         ,4.8591336871917074e-12,3.807280353873416e-10,1.392162660310238e-11
4FGL J0013.1-3955 ,bll  ,-39.9272,4.6749063e-12,4.1848375e-10,-74.936165,332.33987,1.0372072e-13,1.9179044,0.11524172,0.6666667,0.0022182325,1.0262653e-13,1.5953473,8.9358994e-14,2.0022683,31560000.0,2175.2024,3.2802,PowerLaw         ,3.760456264904775e-12,4.53071336207072e-10,2.999227092526764e-11
4FGL J0013.4+0950 ,bcu  ,9.837,1.8934997e-12,1.6828142e-10,-51.902443,107.64184,1.3768122e-14,2.250888,-0.06723811,0.6666667,0.00042134552,1.6328974e-14,2.006453,1.5692022e-14,2.1515617,31560000.0,3223.53,3.3544,PowerLaw         ,2.4921400637111144e-12,1.6093319130879523e-10,1.1963409826549779e-11
4FGL J0013.6+4051 ,agn  ,40.8563,1.867326e-12,1.6368609e-10,-21.451033,115.2578,2.9790952e-14,2.2282302,-0.05117838,0.6666667,-0.00028278862,3.1978065e-14,2.2693007,3.2920295e-14,2.1912282,31560000.0,2255.9749,3.4014,PowerLaw         ,2.1227954442398745e-12,1.5305882840013216e-10,1.2205136518303624e-11
4FGL J0013.6-0424 ,fsrq ,-4.4017,2.0101208e-12,1.6473552e-10,-65.55318,99.6602,3.9590154e-14,2.2944312,-0.06943933,0.6666667,-0.00040999555,4.2762967e-14,2.378127,4.3588664e-14,2.3075821,31560000.0,2000.3036,3.4208,PowerLaw         ,2.4020376325511274e-12,1.5631630504395577e-10,1.245947422818801e-11
4FGL J0013.9-1854 ,bll  ,-18.9118,3.3280434e-12,2.9763778e-10,-78.09192,74.58781,5.112665e-14,1.9552113,0.037264645,0.6666667,0.0006597968,5.120732e-14,1.8289292,4.815596e-14,1.9975508,31560000.0,2498.284,3.4804,PowerLaw         ,3.1015622349614086e-12,3.0759554193449585e-10,2.8104881317336942e-11
4FGL J0014.1+1910 ,bll  ,19.1713,2.6872918e-12,2.2511593e-10,-42.826824,110.88994,1.5303091e-13,2.1284394,0.1974029,0.6666667,0.005319769,1.5101883e-13,1.5818583,1.2298944e-13,2.276216,31560000.0,1453.2975,3.5368,PowerLaw         ,1.9577927267051697e-12,2.6374780555183166e-10,5.859020604778106e-12
4FGL J0014.1-5022 ,bll  ,-50.3703,2.8734274e-12,2.5777988e-10,-65.69481,317.45294,3.8505237e-14,1.9675819,0.03362283,0.6666667,0.0003655467,3.804964e-14,1.9048296,3.6815284e-14,2.0150008,31560000.0,2658.6077,3.5479,PowerLaw         ,2.6679136327361253e-12,2.6242143922877564e-10,2.396821288951584e-11
4FGL J0014.2+0854 ,bll  ,8.9114,2.3547e-12,1.6505607e-10,-52.85195,107.61855,1.3779663e-13,2.5028715,-0.036627624,0.6666667,-0.0002875998,1.4458492e-13,2.5215845,1.4768875e-13,2.4726174,31560000.0,1223.598,3.5695,PowerLaw         ,2.512022862984253e-12,1.5567207435257425e-10,6.503522366974242e-12
4FGL J0014.3-0500 ,bcu  ,-5.012,5.146537e-12,4.008007e-10,-66.18239,99.509476,1.5234637e-13,2.3549309,0.035951767,0.6666667,0.00086222176,1.5213804e-13,2.2357476,1.465914e-13,2.3695645,31560000.0,1746.8634,3.5864,PowerLaw         ,4.6963612691967055e-12,4.100685910606369e-10,1.469722783490719e-11
4FGL J0014.7+5801 ,bll  ,58.0272,2.9466234e-12,2.2216122e-10,-4.4981065,118.074745,4.454875e-15,1.5530362,0.17607784,0.6666667,0.0008176341,4.1037527e-15,1.2771636,3.4357816e-15,1.7209659,31560000.0,9523.886,3.6867,PowerLaw         ,2.684929436064723e-12,1.7914061818797563e-10,4.6537333707281054e-11
4FGL J0014.8+6118 ,bcu  ,61.3037,8.784727e-12,7.906864e-10,-1.257189,118.5573,6.0140864e-14,1.9009732,0.1399983,0.6666667,0.0016976298,5.8956177e-14,1.555446,5.079701e-14,2.0499325,31560000.0,3922.2434,3.7212,PowerLaw         ,6.5738255829722185e-12,7.77827029506222e-10,6.65599015552852e-11
4FGL J0014.9+3212 ,bcu  ,32.2162,5.9564814e-12,3.5089673e-10,-30.021877,114.00973,2.8732763e-12,2.5612173,0.14044356,0.6666667,0.0071956506,2.8294975e-12,2.1722941,2.4539045e-12,2.6099987,31560000.0,569.68445,3.7268,PowerLaw         ,5.514992574837633e-12,3.4974282272345745e-10,2.384810536411154e-12
4FGL J0015.2+3537 ,bll  ,35.6172,1.1734816e-12,1.0261945e-10,-26.677507,114.71823,3.32528e-15,1.9560485,-0.040807247,0.6666667,4.393603e-06,3.6217397e-15,1.9212284,3.621733e-15,1.926888,31560000.0,5492.13,3.8247,PowerLaw         ,1.304362138309836e-12,1.016742299982646e-10,1.2406756168912046e-11
4FGL J0015.6+5551 ,bll  ,55.8636,4.2697447e-12,3.639665e-10,-6.6570644,117.8881,1.2308666e-14,1.881463,-0.0041418197,0.6666667,0.00013012349,1.2681361e-14,1.8117731,1.24074775e-14,1.8762323,31560000.0,5696.421,3.9071,PowerLaw         ,4.30756171740008e-12,3.644330286000876e-10,4.8314002858287433e-11
4FGL J0015.9+2440 ,bcu  ,24.6805,2.9131595e-12,2.4848282e-10,-37.48992,112.76397,7.819416e-14,2.3192885,-0.0690817,0.6666667,-0.00020145901,8.642364e-14,2.2976263,8.7491687e-14,2.2468426,31560000.0,1757.8134,3.9917,PowerLaw         ,3.5294762202576514e-12,2.287848072861326e-10,1.7860349339535115e-11
4FGL J0016.2-0016 ,fsrq ,-0.2806,8.971136e-12,4.1683504e-10,-61.85269,104.012276,1.4123364e-11,2.6136599,0.18483016,0.6666667,0.011120315,1.3717602e-11,2.172385,1.1965016e-11,2.7406797,31560000.0,372.34164,4.061,LogParabola      ,8.971879395867585e-12,4.1682405697625405e-10,1.1928153657413457e-12
4FGL J0016.5+1702 ,fsrq ,17.0389,2.535181e-12,1.5104273e-10,-45.029816,111.096794,1.510674e-12,2.31253,0.29727963,0.6666667,0.011953335,1.4252524e-12,1.7442334,1.1829735e-12,2.6018126,31560000.0,543.38873,4.1396,PowerLaw         ,2.0578041016974876e-12,1.6947687498288088e-10,4.4871842179743816e-13
4FGL J0017.0-0649 ,bcu  ,-6.8317,4.699857e-12,3.8783798e-10,-68.12262,99.46171,3.0524276e-13,2.2780128,0.031068914,0.6666667,0.0004331586,2.993575e-13,2.2352936,2.9248492e-13,2.2981074,31560000.0,1267.8073,4.2635,PowerLaw         ,4.432679658452645e-12,3.991975542590516e-10,1.6706320020849344e-11
4FGL J0017.5-0514 ,FSRQ ,-5.2347,1.1199149e-11,7.581995e-10,-66.667816,101.209854,2.1490626e-12,2.5941525,0.10512555,0.6666667,0.0034424586,2.0984334e-12,2.3311663,1.912522e-12,2.563,31560000.0,830.78595,4.3949,LogParabola      ,1.1200100428128332e-11,7.581565329597126e-10,7.99521447417325e-12
4FGL J0017.8+1455 ,bll  ,14.9228,2.6936418e-12,2.3595012e-10,-47.16783,110.96526,1.2529787e-13,2.0309079,0.19641905,0.6666667,0.006859031,1.2752593e-13,1.3208911,1.0417376e-13,2.192974,31560000.0,1576.2239,4.4711,PowerLaw         ,1.896080795644264e-12,2.6571231881615586e-10,7.742973363686304e-12
4FGL J0018.4+2946 ,bll  ,29.7792,3.5729857e-12,2.633416e-10,-32.54827,114.44117,1.2007883e-14,1.5638436,0.10504266,0.6666667,0.0007595297,1.1551568e-14,1.353289,1.0003431e-14,1.698466,31560000.0,5687.8086,4.6151,PowerLaw         ,3.420288875996592e-12,2.60204717572976e-10,5.4221115226702526e-11
4FGL J0019.2-5640 ,bcu  ,-56.6826,3.3300994e-12,2.902145e-10,-59.890987,311.75082,1.6276489e-13,2.1717246,0.039407466,0.6666667,0.0012416501,1.6366487e-13,2.0158753,1.546836e-13,2.204823,31560000.0,1449.9862,4.8106,PowerLaw         ,3.0656340509003474e-12,3.0062173891101387e-10,1.536985330324491e-11
4FGL J0019.3-8152 ,bll  ,-81.8798,6.8365994e-12,6.1294475e-10,-35.16209,304.31436,1.7725284e-13,2.0754688,0.041055746,0.6666667,0.00080151425,1.7648005e-13,1.9532616,1.6703339e-13,2.1124363,31560000.0,1951.5142,4.8327,PowerLaw         ,6.265671148045358e-12,6.368466221999033e-10,4.2018343208233925e-11
4FGL J0019.6+7327 ,fsrq ,73.456,1.9206447e-11,1.1090502e-09,10.72648,120.63282,2.0326804e-12,2.6070993,0.07415682,0.6666667,0.0025840409,2.006505e-12,2.378411,1.8516894e-12,2.6243196,31560000.0,989.6072,4.9031,PowerLaw         ,1.751503331243917e-11,1.1691514939590738e-09,1.6275136266633093e-11
4FGL J0019.6+2022 ,bll  ,20.3755,3.5850429e-12,3.1732184e-10,-41.875835,112.90082,1.3909074e-13,2.113348,0.118588634,0.6666667,0.00214059,1.3371526e-13,1.8663076,1.1900154e-13,2.1648295,31560000.0,1691.4482,4.907,PowerLaw         ,2.9016033025007128e-12,3.496176023043598e-10,1.3420195680593253e-11
4FGL J0020.3+6919 ,bcu  ,69.3322,4.004987e-12,2.5407754e-10,6.6266775,120.17927,2.4909507e-13,2.4742925,0.189935,0.6666667,0.0052647567,2.401586e-13,1.9481173,1.9605219e-13,2.5546942,31560000.0,1315.6747,5.0918,PowerLaw         ,2.9966723901145844e-12,3.0548390218516904e-10,3.1528707571555813e-12
4FGL J0021.0+0322 ,bcu  ,3.3783,1.7751527e-12,1.5053572e-10,-58.623074,108.237045,1.0613506e-14,1.6948766,0.14454672,0.6666667,0.0013806896,1.0187289e-14,1.394559,8.719467e-15,1.8674644,31560000.0,4302.295,5.2565,PowerLaw         ,1.4905281804082765e-12,1.4935479975711714e-10,1.9829303712326093e-11
4FGL J0021.5-2552 ,bll  ,-25.8681,7.310473e-12,6.543886e-10,-83.19968,41.9261,4.5003232e-13,2.0815938,0.045913514,0.6666667,0.000857933,4.4140928e-13,1.9898752,4.2186813e-13,2.1214414,31560000.0,1301.5568,5.3912,PowerLaw         ,6.683197488926128e-12,6.835171752415762e-10,3.993860539738109e-11
4FGL J0021.6-0855 ,bll  ,-8.9174,1.9403639e-12,1.6307894e-10,-70.47483,100.40253,1.3466549e-13,2.033371,0.2510766,0.6666667,0.006670079,1.3090737e-13,1.4184341,1.0602514e-13,2.2711666,31560000.0,1344.9493,5.4115,PowerLaw         ,1.330491773793623e-12,1.9661536983728142e-10,3.692651427239182e-12
4FGL J0021.9-5140 ,bll  ,-51.6728,6.648366e-12,5.9852034e-10,-64.835396,313.70114,2.3355441e-13,2.0532596,0.009565411,0.6666667,0.00042316556,2.3680957e-13,1.9759039,2.3021803e-13,2.0653079,31560000.0,1643.3568,5.4985,PowerLaw         ,6.52120699705731e-12,6.050370324923792e-10,5.0015213688337896e-11
4FGL J0022.0+0006 ,bll  ,0.1134,1.7179711e-12,1.04127415e-10,-61.85817,107.20704,8.650681e-16,1.5771286,-0.05945276,0.6666667,-9.810328e-05,9.759652e-16,1.622992,1.0386217e-15,1.5330765,31560000.0,14206.8545,5.5154,PowerLaw         ,1.7423875430255728e-12,1.0973032478420066e-10,2.871450581218623e-11
4FGL J0022.1-1854 ,bll  ,-18.9068,7.44737e-12,8.571296e-10,-79.37435,82.08266,3.8719164e-13,1.7678608,0.105158575,0.6666667,0.0014860405,3.700267e-13,1.6394424,3.4642593e-13,1.9422411,31560000.0,1479.995,5.5353,LogParabola      ,7.448462531310554e-12,8.571008930400575e-10,6.841987408561124e-11
4FGL J0022.5+0608 ,bll  ,6.1343,2.0269066e-11,2.082378e-09,-56.01111,110.012115,3.4162595e-12,2.0705497,0.051376164,0.6666667,0.0010294976,3.3344232e-12,2.0042162,3.2576266e-12,2.1489704,31560000.0,850.4303,5.6376,LogParabola      ,2.027176468845758e-11,2.0822752560167407e-09,1.0897475980405948e-10
4FGL J0023.7-6820 ,bcu  ,-68.3381,5.3762216e-12,2.3470223e-10,-48.58217,306.7893,5.497492e-12,2.7651703,0.08253296,0.6666667,0.0036921357,5.353537e-12,2.6003242,5.0454814e-12,2.8068578,31560000.0,413.80112,5.9347,PowerLaw         ,5.246256880166508e-12,2.2588518826789766e-10,1.5117638502364834e-12
4FGL J0023.7+4457 ,fsrq ,44.951,7.50019e-12,5.4700333e-10,-17.645323,117.80447,1.287655e-12,2.3852985,0.07231488,0.6666667,0.002141714,1.2638018e-12,2.2252939,1.1873162e-12,2.436455,31560000.0,844.47845,5.9477,PowerLaw         ,6.767476846943926e-12,5.720548578589848e-10,1.2527015490230102e-11
4FGL J0023.9+1603 ,bll  ,16.0639,2.8583863e-12,2.5732702e-10,-46.295124,113.34497,6.2920806e-14,1.9383093,0.128663,0.6666667,0.0029088985,6.2923753e-14,1.5410938,5.4103223e-14,2.0652134,31560000.0,2201.6255,5.9819,PowerLaw         ,2.23705226352119e-12,2.785483597687504e-10,1.6781332460961818e-11
4FGL J0024.4+4647 ,bcu  ,46.797,1.890278e-12,1.2209325e-10,-15.823961,118.14276,1.6010477e-13,2.5683947,-0.0528851,0.6666667,-0.00042071412,1.7143445e-13,2.6022499,1.757236e-13,2.540659,31332582.0,1027.3221,6.1212,PowerLaw         ,2.039403184911915e-12,1.1433314646843735e-10,4.885506302903434e-12
4FGL J0024.7+0349 ,fsrq ,3.8321,2.135137e-12,1.6295676e-10,-58.378212,110.177605,1.3316876e-13,2.3798795,0.112696275,0.6666667,0.0014195807,1.2199863e-13,2.2224803,1.1435568e-13,2.3913183,31332582.0,1332.0991,6.1975,PowerLaw         ,1.827862392716335e-12,1.7911830849947446e-10,3.5766959119888027e-12
4FGL J0025.2-2231 ,fsrq ,-22.5328,1.6101239e-12,1.08918714e-10,-82.484505,69.19585,1.7116007e-13,2.5171926,-0.036223777,0.6666667,-0.00024798818,1.809658e-13,2.5377674,1.8258467e-13,2.5031378,31560000.0,957.5887,6.3034,PowerLaw         ,1.6809147204516756e-12,1.0470101301144483e-10,4.395635021299369e-12
4FGL J0025.7-4801 ,bcu  ,-48.0191,3.4903682e-12,3.0035974e-10,-68.51652,314.72382,1.6908789e-13,1.9641185,0.20468971,0.6666667,0.0048198774,1.6747594e-13,1.493641,1.4751096e-13,2.2307553,31560000.0,1511.7467,6.4351,PowerLaw         ,2.3303734896088787e-12,3.3357937372439486e-10,1.0311737012112957e-11
4FGL J0026.6-4600 ,bll  ,-46.0156,2.276246e-12,2.0080453e-10,-70.481415,315.91986,2.421543e-14,1.9325786,0.011206574,0.6666667,0.00038472193,2.478665e-14,1.8210688,2.3778725e-14,1.9491359,31560000.0,2927.8499,6.6521,PowerLaw         ,2.2286546043842956e-12,2.0231465069293562e-10,2.237795977033775e-11
4FGL J0028.1+7505 ,bcu  ,75.0962,2.1556175e-12,3.6534034e-10,12.293515,121.40364,6.9766716e-14,1.7521334,0.4220649,0.6666667,0.00658246,6.60112e-14,0.8664111,4.8439998e-14,2.137679,31560000.0,2612.9458,7.0444,LogParabola      ,2.1559204635670358e-12,3.653402375336824e-10,1.3984244088709063e-11
4FGL J0028.4+2001 ,fsrq ,20.0311,8.100901e-12,6.0482447e-10,-42.51422,115.611595,1.6966901e-12,2.3585162,0.11103255,0.6666667,0.0040591047,1.6605686e-12,2.0745885,1.4798234e-12,2.4137485,31560000.0,797.1038,7.1222,PowerLaw         ,7.176849181210042e-12,6.407467920156612e-10,1.0572965260858813e-11
