Source_Name,CLASS1,DEJ2000,Energy_Flux100,Flux1000,GLAT,GLON,LP_Flux_Density,LP_Index,LP_beta,PLEC_Exp_Index,PLEC_Expfactor,PLEC_Flux_Density,PLEC_Index,PL_Flux_Density,PL_Index,Peak_Interval,Pivot_Energy,RAJ2000,SpectrumType,Energy_Flux100_PLEC,PLEC_F1000,PLEC_F10000
4FGL J2017.4+0602 ,PSR  ,6.0492,3.5687286e-11,6.198694e-09,-16.033682,48.62242,2.4449013e-12,1.6800828,0.41045475,0.6666667,0.009177879,2.3503903e-12,0.70153236,1.6588471e-12,1.9654001,31560000.0,1741.2526,304.3518,PLSuperExpCutoff ,9.455107158447081e-12,1.6420704856234306e-09,3.09502504334929e-11
4FGL J2017.7-1612 ,PSR  ,-16.2039,6.2030316e-12,9.1056385e-10,-26.206387,27.348438,4.338315e-13,2.1116686,0.27072668,0.6666667,0.007280371,4.2822468e-13,1.3434407,3.3137065e-13,2.2244859,31560000.0,1608.3691,304.4414,PLSuperExpCutoff ,2.283624147019176e-12,3.351552246630566e-10,4.046079501338078e-12
4FGL J2017.9+3625 ,PSR  ,36.4277,7.045621e-11,1.0303195e-08,0.3891133,74.51801,4.4714185e-12,2.583178,0.53440833,0.6666667,0.015094889,4.44947e-12,0.9943302,2.9546803e-12,2.5100777,31560000.0,1749.2401,304.4909,PLSuperExpCutoff ,7.875051018886174e-12,1.151307793167671e-09,1.3627722542523422e-12
4FGL J2021.1+3651 ,PSR  ,36.8561,5.251077e-10,7.234042e-08,0.10907894,75.229065,5.145224e-11,2.2355213,0.33605638,0.6666667,0.009244103,4.9856026e-11,1.3714532,3.59218e-11,2.3220265,31560000.0,1384.9088,305.2796,PLSuperExpCutoff ,1.6653511679275423e-10,2.293362902062844e-08,1.211356972874066e-10
4FGL J2021.5+4026 ,PSR  ,40.4445,8.3800966e-10,1.125591e-07,2.0817847,78.2284,2.4599581e-11,2.7384136,0.3919368,0.6666667,0.0122082895,2.6394716e-11,1.2576019,1.438695e-11,2.356827,31560000.0,2208.0344,305.3851,PLSuperExpCutoff ,1.0574948622198909e-10,1.4197811105509536e-08,2.988887848833861e-11
4FGL J2022.3+3840 ,PSR  ,38.6711,2.3993977e-11,2.1121185e-09,0.94499964,76.858116,2.819492e-12,2.8200252,0.4081556,0.6666667,0.0150621515,2.7749608e-12,1.5314828,1.8599055e-12,2.7213647,31560000.0,1158.839,305.5845,PLSuperExpCutoff ,4.554799362819524e-12,4.0083666230830684e-10,1.652136729029305e-13
4FGL J2028.3+3331 ,PSR  ,33.5315,5.624753e-11,1.0419145e-08,-3.011056,73.35943,4.9338e-12,2.2690504,0.6458248,0.6666667,0.017807003,4.859277e-12,0.43138137,2.9962432e-12,2.3163366,31560000.0,1705.2748,307.0848,PLSuperExpCutoff ,4.429197599376379e-12,8.202731339552432e-10,1.0500068047021597e-12
4FGL J2030.0+3641 ,PSR  ,36.6872,4.0703194e-11,7.7875715e-09,-1.4454825,76.123405,3.4902608e-12,2.038072,0.6205021,0.6666667,0.015738625,3.3984755e-12,0.4148602,2.260486e-12,2.3211513,31560000.0,1736.8837,307.5086,PLSuperExpCutoff ,4.18837208510561e-12,8.011963654059048e-10,2.2489429956892064e-12
4FGL J2030.9+4416 ,PSR  ,44.2669,4.2935617e-11,7.3487456e-09,2.8823957,82.350204,4.522496e-12,2.4188273,0.661752,0.6666667,0.020610541,4.494839e-12,0.45494273,2.77344e-12,2.4700682,31560000.0,1532.162,307.7256,PLSuperExpCutoff ,2.7749413676201336e-12,4.748226721070234e-10,2.0886201235177726e-13
4FGL J2032.2+4127 ,PSR  ,41.459,1.43277e-10,2.3086146e-08,1.0241405,80.22936,5.726758e-12,1.982209,0.38697597,0.6666667,0.0074000745,5.533851e-12,1.0625836,4.2349063e-12,2.230644,31560000.0,2248.0557,308.0631,PLSuperExpCutoff ,4.024540769876846e-11,6.4836494986410724e-09,1.262123855629215e-10
4FGL J2039.5-5617 ,PSR  ,-56.2836,1.5128235e-11,2.1834763e-09,-37.146523,341.26794,2.2080796e-12,1.9435208,0.23693632,0.6666667,0.006854038,2.143575e-12,1.3881105,1.7857285e-12,2.1657572,31560000.0,1098.1847,309.8974,PLSuperExpCutoff ,7.294601270481774e-12,1.0526337516803015e-09,1.383545004373821e-11
4FGL J2042.2+0245 ,PSR  ,2.7581,5.9344973e-12,8.387892e-10,-23.035568,48.989697,1.2919462e-12,2.433956,0.64311206,0.6666667,0.027004784,1.3036624e-12,0.39221585,7.7881804e-13,2.393204,31560000.0,1079.6383,310.5609,PLSuperExpCutoff ,3.4608254152195724e-13,4.8897492976032216e-11,2.3480043752830574e-15
4FGL J2043.3+1711 ,PSR  ,17.1861,2.8438371e-11,4.486979e-09,-15.316712,61.914936,3.6918073e-12,1.874928,0.30059326,0.6666667,0.00835045,3.5511479e-12,1.1562936,2.747296e-12,2.0908978,31560000.0,1212.2952,310.838,PLSuperExpCutoff ,1.1006383273223791e-11,1.7362482911895299e-09,1.9595189493737025e-11
4FGL J2043.7+2741 ,PSR  ,27.6936,8.849974e-12,1.2184936e-09,-9.1453085,70.62229,1.7605639e-12,2.3872898,0.5339398,0.6666667,0.021076277,1.7540333e-12,0.7517697,1.1141193e-12,2.4435744,31332582.0,1085.0801,310.9331,PLSuperExpCutoff ,9.560267226677467e-13,1.3158638613532442e-10,2.7279201409774624e-14
4FGL J2045.9-6835 ,psr  ,-68.5951,2.106907e-12,4.7598e-10,-35.461548,326.09143,2.0967723e-13,1.7647438,0.7798654,0.6666667,0.017457865,1.992692e-13,0.006076256,1.2506428e-13,2.189508,31560000.0,1752.262,311.488,LogParabola      ,1.7879520598630588e-13,3.693605053160607e-11,1.1756228161756065e-13
4FGL J2047.3+1051 ,PSR  ,10.8606,3.8006937e-12,5.967676e-10,-19.729216,57.05233,1.8803844e-13,1.7003452,0.38761714,0.6666667,0.006410723,1.7792969e-13,1.0343239,1.4346227e-13,2.1187413,31560000.0,1964.4554,311.8404,PLSuperExpCutoff ,1.3906411113265977e-12,2.1831915973105358e-10,6.603235252645607e-12
4FGL J2051.0-0826 ,PSR  ,-8.4344,2.7941393e-12,5.647116e-10,-30.38715,39.211792,1.7340548e-13,2.0542164,0.6460155,0.6666667,0.016051684,1.7096166e-13,0.12385967,1.00449366e-13,2.1036947,31560000.0,2104.7527,312.7676,PLSuperExpCutoff ,2.001649408895493e-13,4.044878559725421e-11,1.7229940514364943e-13
4FGL J2052.7+1218 ,PSR  ,12.3162,5.682721e-12,4.437215e-10,-19.991049,59.127052,5.0530495e-13,2.277648,0.15046899,0.6666667,0.0042245486,4.9211996e-13,1.8987539,4.2301484e-13,2.3666391,31560000.0,1165.1091,313.1937,PowerLaw         ,2.9146782510525494e-12,3.154269272239033e-10,4.5387892823428745e-12
4FGL J2055.8+2540 ,PSR  ,25.674,5.2666316e-11,9.214233e-09,-12.519716,70.697464,1.6276834e-11,1.8400614,0.5873356,0.6666667,0.021476727,1.556079e-11,0.3688628,1.0125281e-11,2.1698961,31560000.0,919.8454,313.9601,PLSuperExpCutoff ,6.908810160296481e-12,1.2084029598793253e-09,4.57739064753093e-13
4FGL J2111.4+4606 ,PSR  ,46.1048,4.7698845e-11,6.6589045e-09,-1.4542791,88.31334,3.414495e-12,2.1421788,0.26075324,0.6666667,0.00662753,3.3327965e-12,1.4569231,2.6373122e-12,2.2542143,31560000.0,1561.4558,317.863,PLSuperExpCutoff ,1.955105102503721e-11,2.7288475480925134e-09,3.4433375983113187e-11
4FGL J2115.1+5449 ,PSR  ,54.8206,7.099793e-12,1.3894065e-09,4.1203556,95.04308,1.75227e-13,2.2905984,0.7960769,0.6666667,0.014151528,1.7243966e-13,0.004710401,9.62756e-14,2.2421114,31560000.0,3387.2185,318.7845,PLSuperExpCutoff ,2.9182774855337187e-13,5.71036629570153e-11,5.905779977815121e-13
4FGL J2124.7-3358 ,PSR  ,-33.9786,3.861061e-11,7.514938e-09,-45.44508,10.92684,7.1458403e-12,1.5898899,0.5311933,0.6666667,0.015956538,6.786922e-12,0.34408352,4.5543625e-12,2.0091975,31560000.0,1124.742,321.1919,PLSuperExpCutoff ,6.8751960152973295e-12,1.3379122108872305e-09,3.953137622393713e-12
4FGL J2129.8-0428 ,PSR  ,-4.4815,6.675917e-12,1.1509046e-09,-36.960136,48.932602,1.0598658e-12,1.8113908,0.45789653,0.6666667,0.012284612,1.0001087e-12,0.8304878,7.4023665e-13,2.1690967,31560000.0,1186.1351,322.4649,PLSuperExpCutoff ,1.6855910441537591e-12,2.905320577046735e-10,1.3471069167315217e-12
4FGL J2140.0+4716 ,PSR  ,47.2686,2.669978e-11,4.190425e-09,-4.0291004,92.640755,5.1953593e-12,2.3110416,0.64762425,0.6666667,0.023538612,5.1299377e-12,0.43747,3.1461867e-12,2.3949454,31560000.0,1153.1647,325.0009,PLSuperExpCutoff ,2.006398530393789e-12,3.1479548898021334e-10,4.914774604816266e-14
4FGL J2205.5+6016 ,PSR  ,60.2694,3.1690085e-12,2.6178976e-10,3.7383177,103.72043,6.727133e-14,2.3427792,0.999736,0.6666667,0.01753519,6.0581206e-14,0.026565699,3.526325e-14,2.2966132,31560000.0,2683.115,331.3984,PowerLaw         ,5.4259559866740596e-14,1.1186551395217885e-11,3.3381189326199405e-14
4FGL J2208.1+4058 ,PSR  ,40.9744,4.546686e-12,2.0310233e-10,-12.093593,92.61841,2.5337675e-12,2.905003,0.7769107,0.6666667,0.04642927,2.5437434e-12,0.4770263,1.5698504e-12,2.869473,31560000.0,650.88446,332.0399,PLSuperExpCutoff ,1.3911257600852875e-13,6.212642565628345e-12,1.8296134104129095e-19
4FGL J2214.6+3000 ,PSR  ,30.0061,3.2092426e-11,5.924545e-09,-21.672745,86.85806,6.1737876e-12,1.6836377,0.49105525,0.6666667,0.014709638,5.8749693e-12,0.5622394,4.1739962e-12,2.06098,31560000.0,1091.9216,333.6695,PLSuperExpCutoff ,6.74615643360634e-12,1.2451596686711778e-09,3.875150517711165e-12
4FGL J2215.6+5135 ,PSR  ,51.5876,1.6978932e-11,2.4668831e-09,-4.1691537,99.87238,1.2645265e-12,2.073988,0.29328483,0.6666667,0.0068773353,1.2173176e-12,1.3741373,9.43577e-13,2.2242117,31560000.0,1564.5143,333.9018,PLSuperExpCutoff ,6.721189851181067e-12,9.763380244820556e-10,1.3056894950278558e-11
4FGL J2229.0+6114 ,PSR  ,61.2364,2.489917e-10,3.0598873e-08,2.9486632,106.648445,3.6978892e-11,2.1758063,0.21801028,0.6666667,0.006320276,3.539169e-11,1.6572615,2.8984341e-11,2.2991786,31560000.0,1074.4298,337.2737,PLSuperExpCutoff ,1.2832165555306013e-10,1.576338495156082e-08,1.5263898801656733e-10
4FGL J2234.7+0943 ,PSR  ,9.732,9.88642e-12,1.6666813e-09,-40.44269,76.26742,7.8513823e-13,2.022331,0.41002926,0.6666667,0.0104008345,7.636085e-13,0.94079024,5.474196e-13,2.191879,31560000.0,1646.5607,338.6906,PLSuperExpCutoff ,2.318708815219172e-12,3.908211159590914e-10,3.0002863286337614e-12
4FGL J2238.5+5903 ,PSR  ,59.0563,6.515362e-11,8.189193e-09,0.47540694,106.56408,6.1406887e-12,2.37122,0.30685306,0.6666667,0.009419733,6.0337247e-12,1.4814128,4.4905e-12,2.3950005,31560000.0,1364.7501,339.6277,PLSuperExpCutoff ,2.044857966663552e-11,2.569600408596321e-09,1.0223911042610394e-11
4FGL J2240.6+5833 ,PSR  ,58.5519,9.349176e-12,1.3639878e-09,-0.10114801,106.56419,3.5934932e-13,2.4186754,0.32216054,0.6666667,0.00913612,3.6478706e-13,1.2888829,2.6505225e-13,2.4163122,31560000.0,2118.1506,340.1669,PLSuperExpCutoff ,2.07215901829907e-12,3.0225063131435156e-10,1.9525423929596253e-12
4FGL J2241.7-5236 ,PSR  ,-52.6084,2.5370709e-11,4.682747e-09,-54.934147,337.4522,1.6743472e-12,2.1035187,0.5202368,0.6666667,0.01393279,1.7197966e-12,0.5840547,1.0772315e-12,2.058222,31560000.0,1879.5225,340.438,PLSuperExpCutoff ,3.0397314538830508e-12,5.609485099388436e-10,2.2314602633889478e-12
4FGL J2256.8-1024 ,PSR  ,-10.4076,8.005699e-12,1.1922383e-09,-58.27645,59.21305,1.6613015e-12,1.9616528,0.31686777,0.6666667,0.010317933,1.6040582e-12,1.2037978,1.2709997e-12,2.2149303,31560000.0,981.2387,344.2162,PLSuperExpCutoff ,2.8905530925938378e-12,4.303766971734224e-10,2.0727781108942842e-12
4FGL J2302.7+4443 ,PSR  ,44.7182,3.8175876e-11,6.8241093e-09,-13.992452,103.39782,4.815139e-12,1.6811761,0.4153296,0.6666667,0.011000074,4.5777015e-12,0.7236172,3.2968702e-12,2.0163043,31560000.0,1292.0865,345.6918,PLSuperExpCutoff ,1.0354215414528045e-11,1.8505553965755358e-09,1.6915402115869328e-11
4FGL J2310.0-0555 ,PSR  ,-5.9251,5.4020373e-12,1.0399073e-09,-57.90006,69.69335,9.483201e-13,1.7109199,0.62125164,0.6666667,0.017160358,8.9433566e-13,0.35049185,5.958311e-13,2.1413984,31560000.0,1207.3015,347.5183,PLSuperExpCutoff ,7.720016199392778e-13,1.4858358058907165e-10,2.8014270244060124e-13
4FGL J2317.3+1433 ,PSR  ,14.5651,1.0495709e-12,2.0615538e-10,-42.46383,91.353004,1.1151835e-13,2.3213565,0.9999495,0.6666667,0.023757275,1.0143754e-13,3.0442223e-07,5.147831e-14,2.299469,31560000.0,1695.6204,349.3349,PLSuperExpCutoff ,3.580504230191927e-14,7.031103023286667e-12,2.3680566628088228e-15
4FGL J2339.6-0533 ,PSR  ,-5.5511,2.9160667e-11,4.702051e-09,-62.475372,81.348,4.541531e-12,1.6822968,0.29084238,0.6666667,0.007836206,4.3220657e-12,1.085933,3.4833384e-12,1.9958969,31560000.0,1063.0748,354.9106,PLSuperExpCutoff ,1.2893424852700593e-11,2.0786570472653043e-09,3.2685792402392336e-11
