Source_Name,CLASS1,DEJ2000,Energy_Flux100,Flux1000,GLAT,GLON,LP_Flux_Density,LP_Index,LP_beta,PLEC_Exp_Index,PLEC_Expfactor,PLEC_Flux_Density,PLEC_Index,PL_Flux_Density,PL_Index,Peak_Interval,Pivot_Energy,RAJ2000,SpectrumType,Energy_Flux100_PLEC,PLEC_F1000,PLEC_F10000
4FGL J0002.8+6217 ,PSR  ,62.2905,1.772054e-11,2.5453861e-09,-0.051036116,117.32041,1.9700764e-12,2.3173692,0.44354206,0.6666667,0.013249383,1.931218e-12,1.115103,1.3926129e-12,2.4565814,31560000.0,1361.6934,0.7201,PLSuperExpCutoff ,3.480385396246349e-12,4.997984776226085e-10,9.357269763422437e-13
4FGL J0007.0+7303 ,PSR  ,73.0512,4.2970577e-10,6.662928e-08,10.46168,119.66263,3.5982307e-11,1.8553023,0.2808079,0.5659473,0.020462736,3.4777688e-11,1.0683751,2.5782591e-11,2.0276394,31560000.0,1472.99,1.768,PLSuperExpCutoff ,1.206224195998689e-10,1.869880958097282e-08,3.952179605984168e-10
4FGL J0023.4+0920 ,PSR  ,9.3475,7.552931e-12,1.2196342e-09,-52.896538,111.42019,1.8263984e-12,1.885574,0.4628027,0.6666667,0.015050402,1.7574453e-12,0.8434018,1.2896352e-12,2.2666276,31560000.0,972.79254,5.8513,PLSuperExpCutoff ,1.72368145269957e-12,2.7826952703283437e-10,4.484333340499705e-13
4FGL J0030.4+0451 ,PSR  ,4.8592,5.950211e-11,1.0042197e-08,-57.6126,113.13404,1.5346772e-11,1.7822301,0.43905497,0.6666667,0.01442661,1.4648872e-11,0.7914668,1.068125e-11,2.0833719,31560000.0,929.79175,7.6107,PLSuperExpCutoff ,1.5056812137668867e-11,2.5405716554618547e-09,5.702190540070509e-12
4FGL J0034.3-0534 ,PSR  ,-5.5809,2.0708501e-11,2.7084632e-09,-68.07345,111.5037,7.140433e-12,1.9895703,0.23326264,0.6666667,0.008063282,6.8145324e-12,1.4976068,5.746983e-12,2.2081563,31560000.0,732.13995,8.5961,PLSuperExpCutoff ,1.0758354083784376e-11,1.4067796459196616e-09,9.245029844177324e-12
4FGL J0101.1-6422 ,PSR  ,-64.3683,1.2872772e-11,2.0585713e-09,-52.72691,301.18915,3.419075e-12,1.8125057,0.40240517,0.6666667,0.012693039,3.2420724e-12,0.9735408,2.505821e-12,2.1639647,31560000.0,897.70087,15.2997,PLSuperExpCutoff ,3.9513799674993694e-12,6.317489059940939e-10,1.9165794852327537e-12
4FGL J0102.8+4839 ,PSR  ,48.6591,1.5123076e-11,2.196683e-09,-14.169549,124.87597,1.463576e-12,2.0015755,0.26372576,0.6666667,0.0066473484,1.4106906e-12,1.379326,1.1250732e-12,2.185403,31560000.0,1361.6791,15.7137,PLSuperExpCutoff ,6.68398993649407e-12,9.706885512432258e-10,1.4096073465429323e-11
4FGL J0106.4+4855 ,PSR  ,48.9269,1.9466973e-11,3.503753e-09,-13.870953,125.46872,1.7782709e-12,1.758646,0.45942262,0.6666667,0.011059564,1.7120215e-12,0.6886291,1.249285e-12,2.1033342,31560000.0,1558.8627,16.6094,PLSuperExpCutoff ,4.4015838578471374e-12,7.920887547785003e-10,7.546552883079881e-12
4FGL J0205.7+6449 ,PSR  ,64.8239,6.652404e-11,5.9924568e-09,3.082402,130.72845,1.1346612e-11,2.4255862,0.1535437,0.6666667,0.0053172475,1.1074857e-11,2.0242822,9.609359e-12,2.4730215,31560000.0,934.43555,31.4273,PLSuperExpCutoff ,4.002239731516273e-11,3.604585143568603e-09,2.5349447409932603e-11
4FGL J0218.1+4232 ,PSR  ,42.5459,4.8050758e-11,5.114442e-09,-17.517557,139.51102,1.2682882e-11,2.2444932,0.17976129,0.6666667,0.006544329,1.24072315e-11,1.8072412,1.0677747e-11,2.360417,31560000.0,802.2448,34.5344,PLSuperExpCutoff ,2.731274388007858e-11,2.9065349637047046e-09,1.9079389042181177e-11
4FGL J0248.4+6021 ,PSR  ,60.3663,2.96288e-11,3.6878174e-09,0.7087233,136.91101,3.2111583e-12,2.5485175,0.54173076,0.6666667,0.016374351,3.1416922e-12,1.126368,2.2529457e-12,2.648938,31560000.0,1340.3091,42.1027,PLSuperExpCutoff ,4.048623493924247e-12,5.037737485621687e-10,2.849938999238236e-13
4FGL J0248.6+4230 ,PSR  ,42.5,1.8617545e-12,3.8466996e-10,-15.319082,144.89713,1.381966e-13,2.193083,0.7683757,0.6666667,0.019329358,1.3607412e-13,0.014756368,7.7696916e-14,2.2556796,31560000.0,1961.1267,42.1544,PLSuperExpCutoff ,9.010195098010727e-14,1.861346993376844e-11,2.9882039581083097e-14
4FGL J0251.0+2605 ,PSR  ,26.0936,4.48494e-12,8.647293e-10,-29.494312,153.88417,6.4965123e-13,1.9188694,0.6527613,0.6666667,0.018644534,6.259689e-13,0.2884902,3.9887245e-13,2.252718,31560000.0,1361.326,42.7587,PLSuperExpCutoff ,4.541753487274154e-13,8.75502136645554e-11,1.0817349246543679e-13
4FGL J0307.8+7443 ,PSR  ,74.7167,1.5987224e-11,3.0261909e-09,14.219043,131.70383,1.743395e-12,2.1108935,0.61698794,0.6666667,0.017789962,1.7078398e-12,0.37587035,1.0522589e-12,2.2279823,31560000.0,1549.3335,46.9724,PLSuperExpCutoff ,1.4768927668916602e-12,2.7949983668885084e-10,3.997059573970722e-13
4FGL J0318.2+0254 ,PSR  ,2.9073,6.264979e-12,1.1764005e-09,-43.58662,178.4356,5.828013e-13,2.0530393,0.5628072,0.6666667,0.01531665,5.6954886e-13,0.49036342,3.6502366e-13,2.178003,31560000.0,1645.288,49.5675,PLSuperExpCutoff ,7.41161518551129e-13,1.3914445699140381e-10,3.961524855876888e-13
4FGL J0340.3+4130 ,PSR  ,41.5091,1.937911e-11,3.4226055e-09,-11.023723,153.78671,1.5441509e-12,1.6878264,0.43216693,0.6666667,0.009816057,1.4678701e-12,0.69295424,1.0480319e-12,2.0241585,31560000.0,1637.1621,55.099,PLSuperExpCutoff ,4.956945905868527e-12,8.753329705939754e-10,1.3179076057263993e-11
4FGL J0357.8+3204 ,PSR  ,32.0833,6.5982976e-11,9.044043e-09,-16.015846,162.75955,3.3748487e-11,1.9914098,0.5775356,0.6666667,0.024927543,3.2322856e-11,0.54627913,2.1511903e-11,2.2984257,31560000.0,719.14703,59.4605,PLSuperExpCutoff ,8.923219430852172e-12,1.2226338667431594e-09,9.247236178715802e-14
4FGL J0359.4+5414 ,PSR  ,54.2482,2.0012879e-11,3.1587366e-09,0.88509154,148.23413,1.3645791e-12,2.3705428,0.4645392,0.6666667,0.012768696,1.3502422e-12,0.99330705,8.97331e-13,2.376884,31560000.0,1744.8643,59.8638,PLSuperExpCutoff ,3.1452145586638783e-12,4.963115005246767e-10,1.409098543984417e-12
4FGL J0405.9+3041c,psr  ,30.6925,2.3658517e-12,1.8126378e-10,-15.846429,165.06317,6.323283e-14,2.393087,0.011593146,0.6666667,-0.0003238589,5.861643e-14,2.4478385,6.0936485e-14,2.3872507,31560000.0,1811.7905,61.49,PowerLaw         ,2.548208938860598e-12,1.8388964907605605e-10,8.395229742946027e-12
4FGL J0437.2-4715 ,PSR  ,-47.2545,1.730167e-11,2.0834878e-09,-41.965046,253.39726,1.131979e-11,2.0129018,0.51878583,0.6666667,0.024136217,1.0905617e-11,0.7423348,7.894922e-12,2.3479702,31560000.0,624.4684,69.3136,PLSuperExpCutoff ,2.9671387607058847e-12,3.5717595095645504e-10,2.4406164157956055e-14
4FGL J0514.6-4408 ,PSR  ,-44.1358,5.3376886e-12,5.477964e-10,-35.409126,249.49991,3.9235004e-12,2.1680644,0.7759534,0.6666667,0.03883302,3.805935e-12,0.119109966,2.462567e-12,2.5433018,31560000.0,638.39233,78.6547,PLSuperExpCutoff ,2.9994511501379603e-13,3.076710329355125e-11,3.299336991116833e-17
4FGL J0533.8+6800 ,PSR  ,68.0011,9.17246e-12,1.5483745e-09,18.186531,144.7663,7.9471575e-13,1.8175378,0.37311313,0.6666667,0.009047479,7.6553596e-13,0.9334017,5.672408e-13,2.0926955,31560000.0,1536.4979,83.471,PLSuperExpCutoff ,2.7500734845243355e-12,4.6415206743516507e-10,6.051823355068388e-12
4FGL J0534.5+2200 ,PSR  ,22.0149,1.4272543e-09,1.553893e-07,-5.7813134,184.55891,7.324679e-11,2.258142,0.20930755,0.6666667,0.0044346536,7.77322e-11,1.8832934,6.722231e-11,2.3332813,31560000.0,1572.7673,83.6367,PLSuperExpCutoff ,7.835830482077271e-10,8.527599806241138e-08,1.1570475786746745e-09
4FGL J0540.3-6920 ,PSR  ,-69.3383,2.7521591e-11,2.4072837e-09,-31.500132,279.72293,3.6987934e-12,2.4947932,0.15297782,0.6666667,0.005372873,3.6482926e-12,2.0464919,2.9593927e-12,2.4736817,31560000.0,1022.285,85.0887,PLSuperExpCutoff ,1.5955823791344258e-11,1.395406253925557e-09,9.164440639074529e-12
4FGL J0554.1+3107 ,PSR  ,31.1176,1.8787348e-11,3.1326264e-09,2.711548,179.07896,2.628897e-12,2.239412,0.567795,0.6666667,0.018414734,2.5865096e-12,0.6164675,1.6500117e-12,2.3308828,31560000.0,1324.1725,88.548,PLSuperExpCutoff ,2.0396328074792587e-12,3.400020200777056e-10,2.446506257986602e-13
4FGL J0605.1+3757 ,PSR  ,37.9592,6.462726e-12,1.339948e-09,8.027447,174.19714,5.1830794e-13,2.1045423,0.7710044,0.6666667,0.019080332,5.022194e-13,0.0011330115,2.845695e-13,2.170948,31560000.0,1904.3666,91.282,PLSuperExpCutoff ,3.4462369143340407e-13,7.144094524141544e-11,1.285465670712362e-13
4FGL J0610.2-2100 ,PSR  ,-21.0006,6.7963274e-12,1.1737676e-09,-18.179985,227.73994,1.1771355e-12,1.9877857,0.5081385,0.6666667,0.01600286,1.1361144e-12,0.6714802,7.6302934e-13,2.220688,31560000.0,1182.0577,92.5576,PLSuperExpCutoff ,1.1359474750156084e-12,1.9613984411189618e-10,3.085859249465802e-13
4FGL J0613.7-0201 ,PSR  ,-2.0217,3.7867792e-11,5.405895e-09,-9.305033,210.42276,7.30226e-12,2.0174437,0.28917626,0.6666667,0.009133418,7.0213206e-12,1.323769,5.5340103e-12,2.2194674,31560000.0,1000.8377,93.4375,PLSuperExpCutoff ,1.518623725677364e-11,2.1674717685925844e-09,1.3106295639515634e-11
4FGL J0614.1-3329 ,PSR  ,-33.4976,1.1368138e-10,1.84191e-08,-21.827698,240.50008,1.6609616e-11,1.588839,0.29330087,0.6666667,0.0073961327,1.5556436e-11,1.0262665,1.2295288e-11,1.9097154,31560000.0,1069.5226,93.5422,PLSuperExpCutoff ,5.245839821177051e-11,8.49814737515938e-09,1.7704377772359045e-10
4FGL J0621.2+2512 ,PSR  ,25.2075,4.5271027e-12,9.117502e-10,5.074792,187.15121,2.0146924e-13,2.053393,0.9999706,0.6666667,0.015362677,1.8073061e-13,1.075814e-06,9.618787e-14,2.154839,31560000.0,2652.506,95.3134,PLSuperExpCutoff ,2.384551385407639e-13,4.801881728330802e-11,3.2572860913136403e-13
4FGL J0622.2+3749 ,PSR  ,37.8291,1.6930415e-11,2.2043511e-09,10.974038,175.87512,3.81303e-12,2.658755,0.82238775,0.6666667,0.03515654,3.891171e-12,0.045649115,2.2266355e-12,2.445613,31560000.0,1076.3492,95.5616,PLSuperExpCutoff ,4.2184075056478026e-13,5.489826168277565e-11,2.663081278102483e-16
4FGL J0631.5+1036 ,PSR  ,10.6046,3.0853972e-11,5.1365054e-09,0.45441255,201.23578,1.909803e-12,2.101623,0.3847775,0.6666667,0.009840825,1.8891965e-12,0.9866043,1.2920121e-12,2.2027867,31560000.0,1836.7047,97.8765,PLSuperExpCutoff ,7.053307894878335e-12,1.1740003513812225e-09,1.0242326953281205e-11
4FGL J0631.8+0645 ,PSR  ,6.7625,1.5346122e-11,2.9032836e-09,-1.2446551,204.68307,4.9050006e-13,2.1682448,0.56813663,0.6666667,0.012388761,4.9304294e-13,0.3753643,3.0691942e-13,2.2178273,31560000.0,2807.1233,97.9644,PLSuperExpCutoff ,1.3043297495553975e-12,2.4672873447487854e-10,2.5230780452171874e-12
4FGL J0633.7+0632 ,PSR  ,6.545,9.589039e-11,1.4936752e-08,-0.9284467,205.09274,8.3032435e-12,2.1640513,0.3818379,0.6666667,0.010542087,8.16561e-12,1.1156055,5.632219e-12,2.226451,31560000.0,1533.293,98.4371,PLSuperExpCutoff ,2.3607767511179424e-11,3.676572634349779e-09,1.923496962089865e-11
4FGL J0633.9+1746 ,PSR  ,17.7723,4.2420405e-09,7.082859e-07,4.2729836,195.13522,5.1611976e-10,2.0507417,0.3617225,0.7744979,0.0037860633,5.029966e-10,1.0735495,2.9011793e-10,2.0983787,31560000.0,1328.3989,98.483,PLSuperExpCutoff ,1.5708375423610867e-09,2.622058445762116e-07,1.1418992776007025e-09
4FGL J0646.4-5455 ,psr  ,-54.9244,2.4648285e-12,5.8782584e-10,-22.594707,264.44864,2.686482e-13,1.852621,0.92062837,0.6666667,0.019146005,2.5200168e-13,0.0009340618,1.5196812e-13,2.2386928,31560000.0,1755.6179,101.6231,LogParabola      ,1.711177619191278e-13,3.54687559776485e-11,6.236226924951795e-14
4FGL J0652.9+4707 ,PSR  ,47.1259,2.0206994e-12,3.5661687e-10,19.763712,169.2314,3.4946294e-13,2.3310256,0.9999637,0.6666667,0.027951416,3.249213e-13,0.0003484818,1.7501685e-13,2.3572576,31560000.0,1320.8501,103.2355,PLSuperExpCutoff ,6.98555325686158e-14,1.2324287537221455e-11,9.109744469114828e-16
4FGL J0659.7+1416 ,PSR  ,14.2792,2.6996155e-11,6.83991e-10,8.267973,201.06758,5.6170825e-11,2.7066305,0.4931061,0.6666667,0.03667612,5.479949e-11,1.3536052,3.881792e-11,2.8362706,31560000.0,360.87827,104.9416,PLSuperExpCutoff ,4.207142111026871e-12,1.0659981772810784e-10,1.8900421837202886e-17
4FGL J0729.3-1445 ,PSR  ,-14.7608,6.4562175e-12,4.732156e-10,1.4669509,230.35905,2.431715e-13,2.4959521,0.1381868,0.6666667,0.0016140811,2.1928238e-13,2.2566063,1.9834914e-13,2.4317217,31560000.0,1657.927,112.3416,PowerLaw         ,4.809228422348576e-12,4.0550645788300827e-10,9.150066691114201e-12
4FGL J0734.7-1559 ,PSR  ,-15.9917,4.605148e-11,5.5298757e-09,2.0129435,232.06425,1.163562e-11,2.1798344,0.2784434,0.6666667,0.009266054,1.1105013e-11,1.5418395,8.872951e-12,2.3502927,31560000.0,868.9516,113.6891,PLSuperExpCutoff ,1.980880192574044e-11,2.3780993458189292e-09,8.921818693620028e-12
4FGL J0741.0+6618 ,PSR  ,66.3123,3.158443e-12,4.953874e-10,29.624397,149.76492,3.494824e-13,2.006511,0.32861474,0.6666667,0.009447038,3.4216418e-13,1.1427172,2.691406e-13,2.2638438,31560000.0,1340.4949,115.2539,PLSuperExpCutoff ,1.001697372368758e-12,1.570798418332409e-10,1.1888112179814145e-12
4FGL J0742.8-2822 ,PSR  ,-28.3814,1.5089065e-11,2.018269e-09,-2.4421082,243.77777,1.316168e-12,2.363355,0.32799673,0.6666667,0.010557331,1.3120114e-12,1.3472294,9.339724e-13,2.3698478,31560000.0,1444.5255,115.7091,PLSuperExpCutoff ,3.915858012333921e-12,5.236495485534924e-10,1.7420785383971791e-12
4FGL J0751.2+1808 ,PSR  ,18.1411,9.641127e-12,1.9886908e-09,21.103653,202.72173,5.276575e-13,2.1355004,0.72666067,0.6666667,0.017154457,5.260172e-13,0.0019463977,3.0514266e-13,2.0743666,31560000.0,2270.7205,117.8024,PLSuperExpCutoff ,4.978577263540763e-13,1.0267990554422019e-10,3.668625255894473e-13
4FGL J0835.3-4510 ,PSR  ,-45.1781,9.390872e-09,1.3516935e-06,-2.7877266,263.5537,5.406902e-10,2.29686,0.31645203,0.57438934,0.023040649,5.418067e-10,1.2147828,3.1512998e-10,2.234131,31560000.0,1760.3845,128.837,PLSuperExpCutoff ,1.7408034620894844e-09,2.504781036810595e-07,2.057195704132721e-09
4FGL J0843.3+6712 ,psr  ,67.2162,3.4030463e-12,6.1144423e-10,35.601807,147.8028,1.454626e-13,1.7177215,0.46880618,0.6666667,0.009456538,1.4344214e-13,0.5262582,9.6774476e-14,2.0096488,31560000.0,2326.1672,130.8481,LogParabola      ,6.669542033190604e-13,1.160837259839604e-10,2.6782907713784723e-12
4FGL J0908.7-4911 ,PSR  ,-49.1941,2.2241705e-11,2.4773978e-09,-0.9874299,270.2613,3.0039894e-12,2.7828918,0.51845443,0.6666667,0.022186575,3.0772071e-12,0.9313284,1.8326475e-12,2.6702485,31560000.0,1195.682,137.179,PLSuperExpCutoff ,1.8271222756462717e-12,2.0344315038344807e-10,1.954160997189904e-14
4FGL J0924.1-5202c,psr  ,-52.0462,1.1695786e-11,4.758312e-10,-1.2133914,274.01495,5.852388e-12,2.9080424,0.122675754,0.6666667,0.0016185241,5.13035e-12,2.7519224,4.8770393e-12,2.849236,31560000.0,548.1701,141.0428,PowerLaw         ,1.045499008336514e-11,4.3644567336705365e-10,3.3887165488308276e-12
4FGL J0931.2-1906 ,PSR  ,-19.1157,1.8662374e-12,3.857219e-10,23.004776,251.04945,1.5918762e-13,2.216064,0.99942565,0.6666667,0.01991,1.4192219e-13,6.146483e-06,7.33702e-14,2.1300182,31560000.0,1926.0048,142.8242,PLSuperExpCutoff ,8.56038710967361e-14,1.768990188542026e-11,2.3706310257985883e-14
4FGL J0941.1-5429 ,PSR  ,-54.4873,1.4201563e-11,2.5355904e-09,-1.2839376,277.53397,9.752921e-13,2.2868195,0.5932694,0.6666667,0.015029167,9.544109e-13,0.6411673,5.937973e-13,2.3804164,31560000.0,1865.1951,145.2831,PLSuperExpCutoff ,1.4594188696808187e-12,2.600357067898873e-10,6.20563952333054e-13
4FGL J0952.1-0607 ,PSR  ,-6.129,2.3380692e-12,4.6514445e-10,35.386383,243.66718,2.5617903e-13,2.017188,0.68181515,0.6666667,0.018714419,2.4994048e-13,0.18640046,1.4974773e-13,2.2709284,31560000.0,1583.1947,148.0477,PLSuperExpCutoff ,1.8402424335066617e-13,3.66036186147028e-11,5.336506436369058e-14
4FGL J0955.4-6151 ,PSR  ,-61.8559,7.1305015e-12,9.746014e-10,-5.742348,283.70724,8.631181e-13,2.2033093,0.32521003,0.6666667,0.009560162,8.3559955e-13,1.3675072,6.427717e-13,2.3740132,31560000.0,1255.8279,148.8667,PLSuperExpCutoff ,2.3436737811584287e-12,3.202622866574019e-10,1.506984882526572e-12
4FGL J1012.1-4235 ,PSR  ,-42.5893,4.884011e-12,7.339953e-10,11.230153,274.20996,2.6394127e-13,2.16429,0.30330628,0.6666667,0.0074542137,2.5951222e-13,1.2893164,1.8812878e-13,2.2198095,31560000.0,1849.4257,153.0499,PLSuperExpCutoff ,1.5888045883976776e-12,2.387280832000957e-10,2.9811570175330415e-12
4FGL J1016.3-5857 ,PSR  ,-58.9587,6.916512e-11,8.813543e-09,-1.8823143,284.08527,1.3198325e-12,2.548641,0.32329553,0.6666667,0.006678876,1.3121228e-12,1.5944073,1.0038175e-12,2.4663959,31560000.0,2670.138,154.0951,PLSuperExpCutoff ,1.912829497709458e-11,2.4369713928120682e-09,2.3069759453578654e-11
4FGL J1019.8-5749 ,PSR  ,-57.8279,2.3884297e-11,3.0611427e-09,-0.68727744,283.84183,3.4593872e-13,2.5844579,0.28762367,0.6666667,0.0062555703,3.5225048e-13,1.6041408,2.7172595e-13,2.530648,31560000.0,2978.1807,154.9668,PLSuperExpCutoff ,6.5434203449056444e-12,8.384718034453604e-10,9.248558157770074e-12
4FGL J1023.0-5745 ,PSR  ,-57.7611,1.4557344e-10,1.8362467e-08,-0.39783877,284.16766,4.7002354e-12,2.6677377,0.3564582,0.6666667,0.010323636,4.907322e-12,1.4312478,2.870128e-12,2.4429045,31560000.0,2091.511,155.7749,PLSuperExpCutoff ,2.6908257592121683e-11,3.3933674238173305e-09,1.0482158772746919e-11
4FGL J1024.5-0719 ,PSR  ,-7.3196,4.392673e-12,7.550865e-10,40.492443,251.66599,5.690781e-13,1.8883256,0.43526062,0.6666667,0.012122206,5.5243885e-13,0.84316134,4.050317e-13,2.2155612,31560000.0,1304.9319,156.1254,PLSuperExpCutoff ,1.0331569207800277e-12,1.7754007590443273e-10,8.543366105595514e-13
4FGL J1028.5-5819 ,PSR  ,-58.3179,2.6476302e-10,3.3484877e-08,-0.49183276,285.07062,1.9067083e-11,2.2682297,0.26631528,0.6666667,0.006653895,1.849749e-11,1.6055214,1.4866318e-11,2.3678694,31560000.0,1513.8959,157.1295,PLSuperExpCutoff ,1.1013269411767333e-10,1.3923233520624346e-08,1.3030436627732642e-10
4FGL J1035.4-6720 ,PSR  ,-67.338,1.855408e-11,3.359947e-09,-7.84417,290.372,1.7224305e-12,2.1247776,0.5317966,0.6666667,0.015014927,1.7012196e-12,0.6059169,1.0984415e-12,2.1947742,31560000.0,1614.7731,158.8645,PLSuperExpCutoff ,2.349461292115576e-12,4.253754347712767e-10,1.0903957146115744e-12
4FGL J1036.5-8318 ,PSR  ,-83.3125,3.90372e-12,7.191735e-10,-21.510082,298.94846,2.9569327e-13,1.9372872,0.525458,0.6666667,0.012365661,2.8367716e-13,0.6039382,1.841846e-13,2.1558785,31560000.0,1786.9385,159.1499,PLSuperExpCutoff ,6.320033711529256e-13,1.1641318002354461e-10,7.963692232623692e-13
4FGL J1044.4-5737 ,PSR  ,-57.6258,1.0691369e-10,1.3328977e-08,1.1563393,286.57004,1.0285798e-11,2.3508708,0.31852242,0.6666667,0.009408736,1.0105994e-11,1.4916061,7.881428e-12,2.4382315,31560000.0,1348.9019,161.1238,PLSuperExpCutoff ,3.390356945757778e-11,4.2257955569285494e-09,1.6551274468970086e-11
4FGL J1048.2-5832 ,PSR  ,-58.5396,1.9217695e-10,2.5423061e-08,0.5739922,287.4301,1.6511017e-11,2.2271206,0.2914146,0.6666667,0.0075460896,1.5980389e-11,1.5054861,1.2608881e-11,2.3463612,31560000.0,1430.2672,162.0575,PLSuperExpCutoff ,7.37458755006125e-11,9.752181262602528e-09,7.752603883939531e-11
4FGL J1048.6+2340 ,PSR  ,23.6798,5.065176e-12,6.37938e-10,62.1343,213.13654,8.5127375e-13,2.1509025,0.1981901,0.6666667,0.006914983,8.359027e-13,1.5994233,7.0200914e-13,2.2824013,31560000.0,1012.921,162.1711,PLSuperExpCutoff ,2.522072562571304e-12,3.1757850607732733e-10,2.7062091507496405e-12
4FGL J1055.7-6028 ,PSR  ,-60.4723,1.927922e-11,2.7973774e-09,-0.73610795,289.14078,4.1970512e-13,2.5206852,0.3242681,0.6666667,0.0085235825,4.3420915e-13,1.3230231,3.0900776e-13,2.4235106,31560000.0,2670.3584,163.9355,PLSuperExpCutoff ,3.738071690441043e-12,5.422732785908248e-10,4.167391152936539e-12
4FGL J1056.9-5852 ,PSR  ,-58.8806,1.2554515e-11,2.2414584e-09,0.7676919,288.59717,1.5772774e-12,2.4906728,0.99998796,0.6666667,0.027573077,1.5156761e-12,3.0604962e-05,8.2306894e-13,2.5643756,31560000.0,1498.0215,164.2386,PLSuperExpCutoff ,3.396975453424559e-13,6.062981426176244e-11,5.143888882718457e-15
4FGL J1057.9-5227 ,PSR  ,-52.4528,2.9458855e-10,4.9814275e-08,6.64635,285.98688,7.015299e-11,1.9945047,0.5413138,0.8816206,0.002254554,6.65479e-11,0.91351676,4.1524062e-11,2.1802838,31560000.0,1030.0675,164.4976,PLSuperExpCutoff ,1.0607627783602317e-10,1.7931147747768978e-08,5.8487333228385086e-12
4FGL J1104.9-6037 ,PSR  ,-60.6304,2.8442778e-11,4.382601e-09,-0.4112323,290.23474,1.026298e-12,2.4949732,0.44903213,0.6666667,0.010981363,1.0293467e-12,1.1166244,7.1476543e-13,2.4749293,31560000.0,2253.0696,166.2343,PLSuperExpCutoff ,4.309156301846872e-12,6.638296104044732e-10,2.9306274775112846e-12
4FGL J1105.4-6108 ,PSR  ,-61.1497,1.896625e-11,2.437974e-09,-0.8623333,290.49976,4.908997e-13,2.6746721,0.32455763,0.6666667,0.009149094,5.032638e-13,1.4676583,3.5310248e-13,2.477947,31560000.0,2323.3457,166.365,PLSuperExpCutoff ,3.810952707087169e-12,4.897590865797258e-10,2.2254249768143056e-12
4FGL J1111.8-6039 ,PSR  ,-60.659,5.6818054e-11,8.648324e-09,-0.10992676,291.027,9.205662e-13,2.1942358,0.3344712,0.6666667,0.005910189,9.149517e-13,1.2063183,6.6406434e-13,2.2050545,31560000.0,3354.7642,167.9624,PLSuperExpCutoff ,1.5112341324942737e-11,2.2998851563510246e-09,6.21437161444811e-11
4FGL J1112.1-6108 ,PSR  ,-61.1341,2.1058374e-11,2.6944758e-09,-0.53816867,291.23538,2.0460978e-13,2.707211,0.23199847,0.6666667,0.0069713383,2.1466252e-13,1.5761794,1.4935305e-13,2.395114,31560000.0,3409.997,168.0302,PLSuperExpCutoff ,4.340792590997573e-12,5.553006546924333e-10,4.840939877933263e-12
4FGL J1119.1-6127 ,PSR  ,-61.4551,4.3360173e-11,4.9806514e-09,-0.53448015,292.13312,8.036073e-13,2.377583,0.1693487,0.6666667,0.0035860494,8.0060123e-13,1.8485923,6.810811e-13,2.319324,31560000.0,2573.796,169.7757,PLSuperExpCutoff ,2.2113121628651576e-11,2.5396100275359506e-09,5.329705450824623e-11
4FGL J1124.0-3653 ,PSR  ,-36.8998,1.20881595e-11,1.987639e-09,22.756853,284.106,1.255817e-12,1.8943065,0.3401261,0.6666667,0.009145972,1.2155475e-12,1.0312996,9.085826e-13,2.1098883,31560000.0,1390.7194,171.0135,PLSuperExpCutoff ,3.86838667128918e-12,6.359563950201797e-10,6.663023396503289e-12
4FGL J1124.7-5915 ,PSR  ,-59.2611,6.1188006e-11,6.4534746e-09,1.764487,292.04166,7.671102e-12,2.4214244,0.24154536,0.6666667,0.008306061,7.5704365e-12,1.7261627,6.055666e-12,2.4609528,31560000.0,1133.6118,171.1774,PLSuperExpCutoff ,2.4805000558374374e-11,2.615600901763532e-09,9.941509443463857e-12
4FGL J1125.6-5825 ,PSR  ,-58.4246,5.99408e-12,1.0759188e-09,2.5940661,291.88077,1.4023094e-13,2.1581972,0.5487169,0.6666667,0.010330395,1.3931907e-13,0.5003729,8.7317936e-14,2.1773195,31560000.0,3231.9314,171.4087,PLSuperExpCutoff ,6.267001093876063e-13,1.1247638468213037e-10,1.964523417165613e-12
4FGL J1126.4-6011 ,PSR  ,-60.1862,2.8671538e-12,5.588501e-10,0.96157193,292.55133,1.0745553e-13,2.4741175,0.7092845,0.6666667,0.015657311,1.0709536e-13,0.34216052,6.223871e-14,2.4745016,31560000.0,2576.4739,171.6141,PLSuperExpCutoff ,1.5119614112309202e-13,2.946536478434007e-11,9.740192440721068e-14
4FGL J1135.2-6055 ,PSR  ,-60.9297,4.550734e-11,5.7321126e-09,0.58405465,293.80405,2.898709e-12,2.3963304,0.28492177,0.6666667,0.00825106,2.8840329e-12,1.5366791,2.2153336e-12,2.4167728,31560000.0,1599.7952,173.8043,PLSuperExpCutoff ,1.472252401505061e-11,1.854043641625251e-09,1.0479091449814404e-11
4FGL J1137.6+7527 ,PSR  ,75.4583,6.8108073e-13,1.34694e-10,40.796288,128.95226,1.9998158e-14,2.2991958,0.71769613,0.6666667,0.014487897,1.9994304e-14,0.033470046,1.0087481e-14,2.139446,31560000.0,3076.636,174.4247,PLSuperExpCutoff ,3.1787864413280046e-14,6.2858443355938696e-12,5.4900821442831514e-14
